Exporting,Importing,Item,Value,VWC,VWT
Brazil,Sao Tome and Principe,Soya bean oil,81.14,4117,334053.38
Brazil,Saudi Arabia,Soya bean oil,0.41,4117,1687.9699999999998
Brazil,Singapore,Soya bean oil,11.03,4117,45410.509999999995
Brazil,South Africa,Soya bean oil,6500.0,4117,26760500.0
Brazil,Suriname,Soya bean oil,1106.4,4117,4555048.800000001
Brazil,Sweden,Soya bean oil,0.13,4117,535.21
Brazil,Switzerland,Soya bean oil,0.05,4117,205.85000000000002
Brazil,Thailand,Soya bean oil,0.35,4117,1440.9499999999998
Brazil,Togo,Soya bean oil,0.07,4117,288.19000000000005
Brazil,Trinidad and Tobago,Soya bean oil,378.86,4117,1559766.62
Brazil,Türkiye,Soya bean oil,0.44,4117,1811.48
Brazil,United Arab Emirates,Soya bean oil,0.18,4117,741.06
Brazil,United Kingdom of Great Britain and Northern Ireland,Soya bean oil,16.86,4117,69412.62
Brazil,United States of America,Soya bean oil,11.26,4117,46357.42
Brazil,Uruguay,Soya bean oil,3728.79,4117,15351428.43
Brazil,Vanuatu,Soya bean oil,0.12,4117,494.03999999999996
Brazil,Venezuela (Bolivarian Republic of),Soya bean oil,102617.01,4117,422474230.16999996
Brazil,Viet Nam,Soya bean oil,7500.33,4117,30878858.61
Bulgaria,Netherlands (Kingdom of the),Soya bean oil,3.72,4117,15315.240000000002
Bulgaria,Portugal,Soya bean oil,0.01,4117,41.17
Bulgaria,Romania,Soya bean oil,9.18,4117,37794.06
Bulgaria,Serbia,Soya bean oil,0.3,4117,1235.1
Bulgaria,Spain,Soya bean oil,0.01,4117,41.17
Canada,New Zealand,Soya bean oil,16.84,4117,69330.28
Canada,Peru,Soya bean oil,1.56,4117,6422.52
Canada,Qatar,Soya bean oil,397.81,4117,1637783.77
Canada,Saint Kitts and Nevis,Soya bean oil,51.91,4117,213713.46999999997
Canada,Saudi Arabia,Soya bean oil,808.26,4117,3327606.42
Canada,Spain,Soya bean oil,0.07,4117,288.19000000000005
Canada,Switzerland,Soya bean oil,0.09,4117,370.53
Canada,Trinidad and Tobago,Soya bean oil,1010.79,4117,4161422.4299999997
Canada,Türkiye,Soya bean oil,67.85,4117,279338.44999999995
Canada,United Arab Emirates,Soya bean oil,2463.88,4117,10143793.96
Canada,United Kingdom of Great Britain and Northern Ireland,Soya bean oil,0.03,4117,123.50999999999999
Canada,United States of America,Soya bean oil,120941.95,4117,497918008.15
Central African Republic,Nigeria,Soya bean oil,6.0,4117,24702.0
"China, mainland",New Zealand,Soya bean oil,38.66,4117,159163.21999999997
"China, mainland",Philippines,Soya bean oil,1591.28,4117,6551299.76
"China, mainland",Republic of Korea,Soya bean oil,5960.02,4117,24537402.340000004
"China, mainland",Samoa,Soya bean oil,17.06,4117,70236.01999999999
"China, mainland",Senegal,Soya bean oil,0.08,4117,329.36
"China, mainland",Singapore,Soya bean oil,2192.4,4117,9026110.8
"China, mainland",United Arab Emirates,Soya bean oil,916.74,4117,3774218.58
"China, mainland",United States of America,Soya bean oil,17.04,4117,70153.68
"China, mainland",Viet Nam,Soya bean oil,468.16,4117,1927414.7200000002
"China, Taiwan Province of",Papua New Guinea,Soya bean oil,7.13,4117,29354.21
"China, Taiwan Province of",Philippines,Soya bean oil,496.02,4117,2042114.3399999999
"China, Taiwan Province of",Republic of Korea,Soya bean oil,7238.87,4117,29802427.79
"China, Taiwan Province of",Senegal,Soya bean oil,0.11,4117,452.87
"China, Taiwan Province of",Singapore,Soya bean oil,364.2,4117,1499411.4
"China, Taiwan Province of",South Africa,Soya bean oil,5.49,4117,22602.33
"China, Taiwan Province of",Trinidad and Tobago,Soya bean oil,4.27,4117,17579.589999999997
"China, Taiwan Province of",United Arab Emirates,Soya bean oil,41.47,4117,170731.99
"China, Taiwan Province of",Vanuatu,Soya bean oil,0.39,4117,1605.63
"China, Taiwan Province of",Viet Nam,Soya bean oil,300.05,4117,1235305.85
Colombia,Venezuela (Bolivarian Republic of),Soya bean oil,8242.54,4117,33934537.18000001
Costa Rica,Nicaragua,Soya bean oil,2226.47,4117,9166376.989999998
Costa Rica,Panama,Soya bean oil,13634.03,4117,56131301.510000005
Croatia,Poland,Soya bean oil,216.95,4117,893183.1499999999
Croatia,Serbia,Soya bean oil,7.8,4117,32112.6
Czechia,Netherlands (Kingdom of the),Soya bean oil,48.57,4117,199962.69
Czechia,Poland,Soya bean oil,273.56,4117,1126246.52
Czechia,Slovakia,Soya bean oil,57.59,4117,237098.03000000003
Czechia,United Kingdom of Great Britain and Northern Ireland,Soya bean oil,10.23,4117,42116.91
Denmark,Norway,Soya bean oil,0.06,4117,247.01999999999998
Denmark,Sweden,Soya bean oil,17.89,4117,73653.13
Denmark,United Kingdom of Great Britain and Northern Ireland,Soya bean oil,8.76,4117,36064.92
Dominican Republic,Netherlands (Kingdom of the),Soya bean oil,0.67,4117,2758.3900000000003
Dominican Republic,Panama,Soya bean oil,0.0,4117,0.0
Dominican Republic,Trinidad and Tobago,Soya bean oil,15.99,4117,65830.83
Dominican Republic,United States of America,Soya bean oil,537.98,4117,2214863.66
Ecuador,Colombia,Soya bean oil,222.77,4117,917144.0900000001
Egypt,Algeria,Soya bean oil,11582.55,4117,47685358.349999994
Egypt,Djibouti,Soya bean oil,114.57,4117,471684.68999999994
El Salvador,Costa Rica,Soya bean oil,1.25,4117,5146.25
Estonia,Angola,Soya bean oil,998.04,4117,4108930.6799999997
Estonia,Congo,Soya bean oil,94.17,4117,387697.89
Fiji,Cook Islands,Soya bean oil,4.3,4117,17703.1
France,Angola,Soya bean oil,7.36,4117,30301.120000000003
France,Australia,Soya bean oil,0.02,4117,82.34
France,Austria,Soya bean oil,170.74,4117,702936.5800000001
France,Bahrain,Soya bean oil,0.01,4117,41.17
France,Bangladesh,Soya bean oil,1.34,4117,5516.780000000001
France,Belgium,Soya bean oil,549.66,4117,2262950.2199999997
France,"China, mainland",Soya bean oil,2.58,4117,10621.86
France,Colombia,Soya bean oil,0.01,4117,41.17
France,Czechia,Soya bean oil,25.26,4117,103995.42000000001
Gabon,Angola,Soya bean oil,201.0,4117,827517.0
Germany,Argentina,Soya bean oil,2.05,4117,8439.849999999999
Germany,Australia,Soya bean oil,406.85,4117,1675001.4500000002
Germany,Austria,Soya bean oil,9621.49,4117,39611674.33
Germany,Bangladesh,Soya bean oil,4.9,4117,20173.300000000003
Germany,Barbados,Soya bean oil,656.78,4117,2703963.26
Germany,Belarus,Soya bean oil,0.76,4117,3128.92
Germany,Belgium,Soya bean oil,3792.2,4117,15612487.399999999
Germany,Brazil,Soya bean oil,92.17,4117,379463.89
Germany,Bulgaria,Soya bean oil,1.21,4117,4981.57
Germany,Cameroon,Soya bean oil,6.86,4117,28242.620000000003
Germany,Canada,Soya bean oil,0.55,4117,2264.3500000000004
Germany,"China, mainland",Soya bean oil,14.03,4117,57761.509999999995
Germany,"China, Taiwan Province of",Soya bean oil,0.67,4117,2758.3900000000003
Germany,Côte d'Ivoire,Soya bean oil,46.02,4117,189464.34000000003
Germany,Croatia,Soya bean oil,242.23,4117,997260.9099999999
Germany,Cyprus,Soya bean oil,87.34,4117,359578.78
Germany,Czechia,Soya bean oil,5655.0,4117,23281635.0
Germany,Denmark,Soya bean oil,9472.95,4117,39000135.150000006
Ghana,Belgium,Soya bean oil,0.01,4117,41.17
Greece,Belgium,Soya bean oil,0.68,4117,2799.5600000000004
Greece,Bulgaria,Soya bean oil,2073.0,4117,8534541.0
Greece,Cyprus,Soya bean oil,2384.7,4117,9817809.899999999
Guatemala,Costa Rica,Soya bean oil,850.29,4117,3500643.9299999997
Guatemala,Dominican Republic,Soya bean oil,1031.9,4117,4248332.300000001
Guyana,Cuba,Soya bean oil,0.0,4117,0.0
Honduras,Costa Rica,Soya bean oil,0.0,4117,0.0
Hungary,Austria,Soya bean oil,869.0,4117,3577673.0
Hungary,Belgium,Soya bean oil,5536.44,4117,22793523.479999997
Hungary,Croatia,Soya bean oil,578.53,4117,2381808.01
Hungary,Cyprus,Soya bean oil,150.86,4117,621090.6200000001
Hungary,Czechia,Soya bean oil,3555.04,4117,14636099.68
India,Angola,Soya bean oil,0.78,4117,3211.26
India,Australia,Soya bean oil,636.82,4117,2621787.9400000004
India,Bahrain,Soya bean oil,1.46,4117,6010.82
India,Bhutan,Soya bean oil,8005.35,4117,32958025.950000003
India,Canada,Soya bean oil,0.36,4117,1482.12
India,"China, Hong Kong SAR",Soya bean oil,0.1,4117,411.70000000000005
India,"China, Taiwan Province of",Soya bean oil,0.22,4117,905.74
India,Democratic Republic of the Congo,Soya bean oil,0.06,4117,247.01999999999998
Indonesia,"China, mainland",Soya bean oil,0.03,4117,123.50999999999999
Ireland,Belgium,Soya bean oil,2962.39,4117,12196159.629999999
Israel,Cyprus,Soya bean oil,0.0,4117,0.0
Italy,Algeria,Soya bean oil,64570.0,4117,265834690.0
Italy,Australia,Soya bean oil,136.93,4117,563740.81
Italy,Austria,Soya bean oil,77.71,4117,319932.06999999995
Italy,Belgium,Soya bean oil,966.89,4117,3980686.13
Italy,Bosnia and Herzegovina,Soya bean oil,1.44,4117,5928.48
Italy,Brazil,Soya bean oil,2.4,4117,9880.8
Italy,Bulgaria,Soya bean oil,13.54,4117,55744.17999999999
Italy,Canada,Soya bean oil,3.11,4117,12803.869999999999
Italy,"China, Taiwan Province of",Soya bean oil,17.22,4117,70894.73999999999
Italy,Congo,Soya bean oil,16.27,4117,66983.59
Italy,Croatia,Soya bean oil,98.93,4117,407294.81000000006
Italy,Cyprus,Soya bean oil,459.13,4117,1890238.21
Italy,Denmark,Soya bean oil,81.63,4117,336070.70999999996
Japan,Australia,Soya bean oil,0.51,4117,2099.67
Japan,"China, Hong Kong SAR",Soya bean oil,260.19,4117,1071202.23
Japan,"China, Macao SAR",Soya bean oil,7.59,4117,31248.03
Latvia,Armenia,Soya bean oil,0.06,4117,247.01999999999998
Lebanon,Central African Republic,Soya bean oil,1.32,4117,5434.4400000000005
Lebanon,Cyprus,Soya bean oil,19.46,4117,80116.82
Luxembourg,Belgium,Soya bean oil,56.0,4117,230552.0
Malaysia,Antigua and Barbuda,Soya bean oil,44.03,4117,181271.51
Malaysia,Australia,Soya bean oil,24415.22,4117,100517460.74000001
Malaysia,Bahrain,Soya bean oil,15.06,4117,62002.020000000004
Malaysia,Barbados,Soya bean oil,22.84,4117,94032.28
Malaysia,Brunei Darussalam,Soya bean oil,188.61,4117,776507.3700000001
Malaysia,Cambodia,Soya bean oil,33.13,4117,136396.21000000002
Malaysia,"China, Hong Kong SAR",Soya bean oil,375.48,4117,1545851.1600000001
Mexico,Belize,Soya bean oil,297.22,4117,1223654.7400000002
Mexico,Cuba,Soya bean oil,31.05,4117,127832.85
Morocco,Angola,Soya bean oil,1250.48,4117,5148226.16
Morocco,Belgium,Soya bean oil,219.26,4117,902693.4199999999
Morocco,Burkina Faso,Soya bean oil,5.52,4117,22725.839999999997
Morocco,Cabo Verde,Soya bean oil,36.15,4117,148829.55
Morocco,Cameroon,Soya bean oil,43.57,4117,179377.69
Morocco,Canada,Soya bean oil,4.48,4117,18444.160000000003
Morocco,Congo,Soya bean oil,28.94,4117,119145.98000000001
Morocco,Côte d'Ivoire,Soya bean oil,109.4,4117,450399.80000000005
Morocco,Democratic Republic of the Congo,Soya bean oil,191.87,4117,789928.79
Mozambique,Belgium,Soya bean oil,0.06,4117,247.01999999999998
Mozambique,Canada,Soya bean oil,33.0,4117,135861.0
Namibia,Angola,Soya bean oil,34.0,4117,139978.0
Namibia,Democratic Republic of the Congo,Soya bean oil,0.04,4117,164.68
Angola,Malta,Rice,0.1,2145,214.5
Austria,Germany,Rice,15.96,2145,34234.200000000004
Austria,Hungary,Rice,4.09,2145,8773.05
Austria,Italy,Rice,0.22,2145,471.9
Austria,Malta,Rice,0.1,2145,214.5
Bahrain,Iraq,Rice,0.2,2145,429.0
Bahrain,Jordan,Rice,0.0,2145,0.0
Bahrain,Kuwait,Rice,0.15,2145,321.75
Bahrain,Mozambique,Rice,2.0,2145,4290.0
Bangladesh,Ethiopia,Rice,0.03,2145,64.35
Bangladesh,France,Rice,7.67,2145,16452.15
Bangladesh,Germany,Rice,1.94,2145,4161.3
Bangladesh,Ireland,Rice,19.9,2145,42685.5
Bangladesh,Lebanon,Rice,3.0,2145,6435.0
Bangladesh,Malaysia,Rice,0.0,2145,0.0
Belgium,France,Rice,12.0,2145,25740.0
Belgium,Germany,Rice,85.26,2145,182882.7
Belgium,Hungary,Rice,75.11,2145,161110.95
Belgium,Ireland,Rice,0.08,2145,171.6
Belgium,Italy,Rice,1179.68,2145,2530413.6
Belgium,Luxembourg,Rice,0.58,2145,1244.1
Belgium,Malta,Rice,0.02,2145,42.9
Belize,Guatemala,Rice,79.73,2145,171020.85
Bosnia and Herzegovina,Montenegro,Rice,1.72,2145,3689.4
Botswana,India,Rice,0.0,2145,0.0
Botswana,Namibia,Rice,0.66,2145,1415.7
Brazil,El Salvador,Rice,48464.06,2145,103955408.69999999
Brazil,Greece,Rice,0.89,2145,1909.05
Brazil,Guatemala,Rice,56438.0,2145,121059510.0
Brazil,Guyana,Rice,16.4,2145,35178.0
Brazil,Honduras,Rice,53175.9,2145,114062305.5
Brazil,India,Rice,0.01,2145,21.45
Brazil,Italy,Rice,0.03,2145,64.35
Brazil,Japan,Rice,0.82,2145,1758.8999999999999
Brazil,Liberia,Rice,14.14,2145,30330.300000000003
Brazil,Luxembourg,Rice,0.44,2145,943.8
Brazil,Malta,Rice,2.24,2145,4804.8
Brazil,Marshall Islands,Rice,11.89,2145,25504.050000000003
Brazil,Mexico,Rice,454517.8,2145,974940681.0
Brunei Darussalam,Malaysia,Rice,0.0,2145,0.0
Bulgaria,France,Rice,0.24,2145,514.8
Bulgaria,Greece,Rice,1.0,2145,2145.0
Bulgaria,Italy,Rice,8624.12,2145,18498737.400000002
Burkina Faso,Liberia,Rice,40.0,2145,85800.0
"China, mainland",Indonesia,Rice,12.06,2145,25868.7
"China, mainland",Kenya,Rice,0.02,2145,42.9
"China, mainland",Madagascar,Rice,25.0,2145,53625.0
"China, mainland",Mali,Rice,0.86,2145,1844.7
"China, mainland",Mozambique,Rice,24.6,2145,52767.0
"China, mainland",Myanmar,Rice,25.0,2145,53625.0
"China, mainland",Nepal,Rice,175.19,2145,375782.55
Côte d'Ivoire,France,Rice,0.21,2145,450.45
Côte d'Ivoire,Malaysia,Rice,11.38,2145,24410.100000000002
Côte d'Ivoire,Mali,Rice,6.75,2145,14478.75
Czechia,Germany,Rice,0.12,2145,257.4
Czechia,Hungary,Rice,0.63,2145,1351.35
Denmark,Faroe Islands,Rice,2.1,2145,4504.5
Denmark,Germany,Rice,0.8,2145,1716.0
Denmark,Iceland,Rice,4.3,2145,9223.5
Denmark,Israel,Rice,0.0,2145,0.0
Armenia,Russian Federation,Rice,0.4,2145,858.0
Australia,New Zealand,Rice,0.01,2145,21.45
Austria,Slovakia,Rice,0.25,2145,536.25
Austria,Slovenia,Rice,3.62,2145,7764.900000000001
Austria,South Africa,Rice,0.01,2145,21.45
Austria,Switzerland,Rice,0.05,2145,107.25
Bahrain,Niger,Rice,8.0,2145,17160.0
Bahrain,Saudi Arabia,Rice,1.46,2145,3131.7
Bahrain,Senegal,Rice,1.5,2145,3217.5
Bahrain,South Africa,Rice,26.0,2145,55770.0
Bangladesh,Pakistan,Rice,332.0,2145,712140.0
Bangladesh,South Africa,Rice,2.24,2145,4804.8
Bangladesh,United Kingdom of Great Britain and Northern Ireland,Rice,13.15,2145,28206.75
Belgium,Netherlands (Kingdom of the),Rice,69.23,2145,148498.35
Belgium,Poland,Rice,15.58,2145,33419.1
Belgium,Portugal,Rice,2.94,2145,6306.3
Belgium,Qatar,Rice,0.34,2145,729.3000000000001
Belgium,Romania,Rice,0.83,2145,1780.35
Belgium,Slovakia,Rice,0.27,2145,579.1500000000001
Belgium,Slovenia,Rice,0.71,2145,1522.9499999999998
Belgium,South Africa,Rice,1.8,2145,3861.0
Belgium,Spain,Rice,54.39,2145,116666.55
Belgium,Sweden,Rice,0.04,2145,85.8
Belgium,Switzerland,Rice,0.72,2145,1544.3999999999999
Belgium,Ukraine,Rice,0.04,2145,85.8
Belgium,United Kingdom of Great Britain and Northern Ireland,Rice,8.41,2145,18039.45
Benin,Niger,Rice,23.89,2145,51244.05
Benin,Nigeria,Rice,258.0,2145,553410.0
Benin,United Arab Emirates,Rice,347.3,2145,744958.5
Bosnia and Herzegovina,Slovenia,Rice,0.07,2145,150.15
Brazil,Netherlands (Kingdom of the),Rice,6137.59,2145,13165130.55
Brazil,Norway,Rice,0.6,2145,1287.0
Brazil,Pakistan,Rice,0.1,2145,214.5
Brazil,Panama,Rice,11.35,2145,24345.75
Brazil,Paraguay,Rice,81.39,2145,174581.55
Brazil,Philippines,Rice,0.26,2145,557.7
Brazil,Portugal,Rice,0.63,2145,1351.35
Brazil,Republic of Korea,Rice,0.3,2145,643.5
Brazil,Saint Vincent and the Grenadines,Rice,0.03,2145,64.35
Brazil,Singapore,Rice,2.69,2145,5770.05
Brazil,Switzerland,Rice,0.17,2145,364.65000000000003
Brazil,Thailand,Rice,0.67,2145,1437.15
Brazil,United Kingdom of Great Britain and Northern Ireland,Rice,0.16,2145,343.2
Brazil,United States of America,Rice,0.14,2145,300.3
Brazil,Uruguay,Rice,65.15,2145,139746.75
Brazil,Venezuela (Bolivarian Republic of),Rice,164770.03,2145,353431714.35
Brunei Darussalam,Thailand,Rice,0.0,2145,0.0
Bulgaria,Netherlands (Kingdom of the),Rice,0.29,2145,622.05
Bulgaria,Romania,Rice,3101.74,2145,6653232.3
Bulgaria,Türkiye,Rice,9337.66,2145,20029280.7
Bulgaria,Ukraine,Rice,2336.12,2145,5010977.399999999
Bulgaria,United Kingdom of Great Britain and Northern Ireland,Rice,1.93,2145,4139.849999999999
Canada,Nigeria,Rice,0.08,2145,171.6
Canada,United States of America,Rice,479.46,2145,1028441.7
Chile,Venezuela (Bolivarian Republic of),Rice,110.42,2145,236850.9
"China, mainland",Nigeria,Rice,31.65,2145,67889.25
"China, mainland",Pakistan,Rice,12188.1,2145,26143474.5
"China, mainland",Philippines,Rice,6634.57,2145,14231152.649999999
"China, mainland",Sri Lanka,Rice,0.02,2145,42.9
"China, mainland",Sudan,Rice,0.06,2145,128.7
"China, mainland",Uganda,Rice,19.23,2145,41248.35
"China, mainland",Uruguay,Rice,0.01,2145,21.45
"China, mainland",Viet Nam,Rice,3208.69,2145,6882640.05
"China, mainland",Zimbabwe,Rice,0.23,2145,493.35
Colombia,Peru,Rice,0.06,2145,128.7
Costa Rica,Panama,Rice,310.5,2145,666022.5
Côte d'Ivoire,Niger,Rice,2.16,2145,4633.200000000001
Côte d'Ivoire,Nigeria,Rice,0.39,2145,836.5500000000001
Côte d'Ivoire,Sierra Leone,Rice,1.5,2145,3217.5
Côte d'Ivoire,Tunisia,Rice,0.05,2145,107.25
Côte d'Ivoire,United States of America,Rice,0.01,2145,21.45
Czechia,Netherlands (Kingdom of the),Rice,0.0,2145,0.0
Czechia,Slovakia,Rice,0.1,2145,214.5
Denmark,Norway,Rice,0.09,2145,193.04999999999998
Ecuador,Costa Rica,Rice,163.29,2145,350257.05
France,Belgium,Rice,707.1,2145,1516729.5
France,Canada,Rice,0.04,2145,85.8
France,Chad,Rice,0.0,2145,0.0
France,Chile,Rice,0.02,2145,42.9
France,Côte d'Ivoire,Rice,0.49,2145,1051.05
France,Denmark,Rice,0.01,2145,21.45
Germany,Austria,Rice,165.94,2145,355941.3
Germany,Azerbaijan,Rice,0.84,2145,1801.8
Germany,Belgium,Rice,6.39,2145,13706.55
Germany,Bulgaria,Rice,0.06,2145,128.7
Germany,Chile,Rice,2.4,2145,5148.0
Germany,Czechia,Rice,1.87,2145,4011.15
Germany,Denmark,Rice,1.27,2145,2724.15
Germany,Dominican Republic,Rice,0.02,2145,42.9
Ghana,Belgium,Rice,0.14,2145,300.3
Greece,Belgium,Rice,4593.43,2145,9852907.350000001
Greece,Bulgaria,Rice,10345.57,2145,22191247.65
Greece,Cyprus,Rice,12.76,2145,27370.2
Greece,Denmark,Rice,0.27,2145,579.1500000000001
Hungary,Bosnia and Herzegovina,Rice,0.2,2145,429.0
India,Afghanistan,Rice,2.0,2145,4290.0
India,Australia,Rice,3.0,2145,6435.0
India,Bangladesh,Rice,3643.38,2145,7815050.100000001
India,Bhutan,Rice,58.25,2145,124946.25
India,Canada,Rice,4.0,2145,8580.0
India,Colombia,Rice,1.9,2145,4075.5
India,Djibouti,Rice,0.6,2145,1287.0
Indonesia,Brunei Darussalam,Rice,44.0,2145,94380.0
Iran (Islamic Republic of),Austria,Rice,0.02,2145,42.9
Iran (Islamic Republic of),Azerbaijan,Rice,2.55,2145,5469.75
Iran (Islamic Republic of),Belgium,Rice,0.0,2145,0.0
Iran (Islamic Republic of),Canada,Rice,0.02,2145,42.9
Italy,Albania,Rice,24.0,2145,51480.0
Italy,Austria,Rice,196.18,2145,420806.10000000003
Italy,Azerbaijan,Rice,1.0,2145,2145.0
Italy,Belgium,Rice,735.49,2145,1577626.05
Italy,Brazil,Rice,6.05,2145,12977.25
Italy,Bulgaria,Rice,303.01,2145,649956.45
Italy,Burkina Faso,Rice,10.0,2145,21450.0
Italy,Canada,Rice,0.96,2145,2059.2
Italy,Croatia,Rice,0.62,2145,1329.9
Italy,Cyprus,Rice,41.0,2145,87945.0
Italy,Czechia,Rice,85.73,2145,183890.85
Italy,Denmark,Rice,10.07,2145,21600.15
Kenya,Democratic Republic of the Congo,Rice,9.76,2145,20935.2
Lebanon,Canada,Rice,0.24,2145,514.8
Lebanon,Cyprus,Rice,0.4,2145,858.0
Luxembourg,Azerbaijan,Rice,0.01,2145,21.45
Luxembourg,Belgium,Rice,0.13,2145,278.85
Mozambique,Antigua and Barbuda,Rice,0.09,2145,193.04999999999998
Mozambique,Belgium,Rice,0.35,2145,750.75
Mozambique,"China, mainland",Rice,0.08,2145,171.6
Mozambique,Croatia,Rice,0.1,2145,214.5
Mozambique,Cyprus,Rice,1.17,2145,2509.6499999999996
Mozambique,Denmark,Rice,0.1,2145,214.5
Myanmar,"China, mainland",Rice,12392.95,2145,26582877.75
Namibia,Angola,Rice,1.04,2145,2230.8
Nepal,Australia,Rice,0.85,2145,1823.25
Australia,Fiji,Sorghum,1.0,2960,2960.0
Australia,Japan,Sorghum,219475.2,2960,649646592.0
Austria,France,Sorghum,10.53,2960,31168.8
Austria,Germany,Sorghum,5108.51,2960,15121189.600000001
Austria,Hungary,Sorghum,2.17,2960,6423.2
Austria,Ireland,Sorghum,0.0,2960,0.0
Austria,Italy,Sorghum,1140.73,2960,3376560.8000000003
Belarus,Mongolia,Sorghum,2.0,2960,5920.0
Belgium,France,Sorghum,126.62,2960,374795.2
Belgium,Germany,Sorghum,21.04,2960,62278.399999999994
Belgium,Hungary,Sorghum,29.58,2960,87556.79999999999
Belgium,Ireland,Sorghum,0.03,2960,88.8
Belgium,Italy,Sorghum,0.1,2960,296.0
Belgium,Luxembourg,Sorghum,0.13,2960,384.8
Belgium,Malta,Sorghum,4.68,2960,13852.8
Belize,Guatemala,Sorghum,5200.56,2960,15393657.600000001
Bolivia (Plurinational State of),Ecuador,Sorghum,0.09,2960,266.4
Botswana,India,Sorghum,0.0,2960,0.0
Botswana,Namibia,Sorghum,0.14,2960,414.40000000000003
Brazil,Guyana,Sorghum,0.05,2960,148.0
Brazil,Japan,Sorghum,9685.44,2960,28668902.400000002
Brazil,Mexico,Sorghum,4.8,2960,14208.0
Bulgaria,France,Sorghum,29.88,2960,88444.8
Bulgaria,Georgia,Sorghum,0.02,2960,59.2
Bulgaria,Greece,Sorghum,43.47,2960,128671.2
Chile,France,Sorghum,0.18,2960,532.8
Chile,Germany,Sorghum,0.42,2960,1243.2
Chile,Japan,Sorghum,0.02,2960,59.2
"China, mainland",Germany,Sorghum,0.55,2960,1628.0000000000002
"China, mainland",Italy,Sorghum,0.72,2960,2131.2
"China, mainland",Japan,Sorghum,129.4,2960,383024.0
"China, mainland",Malaysia,Sorghum,68.55,2960,202908.0
"China, mainland",Mozambique,Sorghum,3.0,2960,8880.0
Côte d'Ivoire,France,Sorghum,2.5,2960,7400.0
Czechia,Germany,Sorghum,99.12,2960,293395.2
Czechia,Italy,Sorghum,36.0,2960,106560.0
Czechia,Lithuania,Sorghum,1.42,2960,4203.2
Dominican Republic,Haiti,Sorghum,4.9,2960,14504.000000000002
Argentina,Paraguay,Sorghum,348.85,2960,1032596.0000000001
Argentina,Uruguay,Sorghum,565.49,2960,1673850.4000000001
Australia,New Caledonia,Sorghum,299.96,2960,887881.6
Australia,New Zealand,Sorghum,35536.16,2960,105187033.60000001
Australia,Philippines,Sorghum,23887.29,2960,70706378.4
Australia,Republic of Korea,Sorghum,176.3,2960,521848.00000000006
Australia,Russian Federation,Sorghum,54.0,2960,159840.0
Australia,South Africa,Sorghum,80.92,2960,239523.2
Australia,South Sudan,Sorghum,0.1,2960,296.0
Australia,United Kingdom of Great Britain and Northern Ireland,Sorghum,24.0,2960,71040.0
Australia,United Republic of Tanzania,Sorghum,6062.87,2960,17946095.2
Australia,Vanuatu,Sorghum,0.08,2960,236.8
Australia,Viet Nam,Sorghum,826.95,2960,2447772.0
Austria,Netherlands (Kingdom of the),Sorghum,130.06,2960,384977.60000000003
Austria,Poland,Sorghum,0.01,2960,29.6
Austria,Slovakia,Sorghum,0.14,2960,414.40000000000003
Austria,Slovenia,Sorghum,0.12,2960,355.2
Austria,Spain,Sorghum,0.0,2960,0.0
Austria,Switzerland,Sorghum,0.02,2960,59.2
Austria,United Kingdom of Great Britain and Northern Ireland,Sorghum,0.0,2960,0.0
Belgium,Netherlands (Kingdom of the),Sorghum,1087.07,2960,3217727.1999999997
Belgium,Portugal,Sorghum,19.0,2960,56240.0
Belgium,Qatar,Sorghum,0.25,2960,740.0
Belgium,Romania,Sorghum,0.06,2960,177.6
Belgium,Slovakia,Sorghum,0.03,2960,88.8
Belgium,Slovenia,Sorghum,0.44,2960,1302.4
Belgium,South Africa,Sorghum,3.0,2960,8880.0
Belgium,Spain,Sorghum,147.2,2960,435711.99999999994
Belgium,Switzerland,Sorghum,0.45,2960,1332.0
Belgium,United Kingdom of Great Britain and Northern Ireland,Sorghum,1.5,2960,4440.0
Belgium,United States of America,Sorghum,0.38,2960,1124.8
Botswana,South Africa,Sorghum,1411.72,2960,4178691.2
Botswana,Uganda,Sorghum,1.0,2960,2960.0
Botswana,United Kingdom of Great Britain and Northern Ireland,Sorghum,0.01,2960,29.6
Botswana,United States of America,Sorghum,0.0,2960,0.0
Brazil,Paraguay,Sorghum,42.94,2960,127102.4
Brazil,United Republic of Tanzania,Sorghum,0.4,2960,1184.0
Brazil,United States of America,Sorghum,0.44,2960,1302.4
Brazil,Venezuela (Bolivarian Republic of),Sorghum,86.25,2960,255300.0
Bulgaria,Serbia,Sorghum,0.3,2960,888.0
Bulgaria,United Kingdom of Great Britain and Northern Ireland,Sorghum,0.0,2960,0.0
Canada,Togo,Sorghum,4.45,2960,13172.0
Canada,United States of America,Sorghum,45.23,2960,133880.8
Chile,United States of America,Sorghum,6.19,2960,18322.4
"China, mainland",New Zealand,Sorghum,0.05,2960,148.0
"China, mainland",Panama,Sorghum,20.42,2960,60443.200000000004
"China, mainland",Philippines,Sorghum,21.0,2960,62160.0
"China, mainland",Republic of Korea,Sorghum,1862.0,2960,5511520.0
"China, mainland",United Kingdom of Great Britain and Northern Ireland,Sorghum,0.16,2960,473.6
"China, mainland",United States of America,Sorghum,22.73,2960,67280.8
Colombia,Suriname,Sorghum,0.08,2960,236.8
Costa Rica,United States of America,Sorghum,0.38,2960,1124.8
Croatia,Slovenia,Sorghum,0.03,2960,88.8
